f6p_wt,f16bp_wt,f26bp_wt,PFKM_flux_wt,f6p_zela,f16bp_zela,f26bp_zela,PFKM_flux_zela
2.00059893767171,0.16967610924952445,17.722783460656583,146.88569401521343,2.6398539420215523,0.4849383184737263,14.881576794345952,139.20541732276973
3.183093523900577,5.036694153623956,154.68669057626622,94.79231817269856,4.226466856001335,7.26018905801887,180.87548201916144,87.13507640909263
6.037934224434703,5.368602588983349,131.64364092996703,74.41209576258744,9.316950687475709,11.522397263271309,190.07770496338858,88.42908389783899
25.127056968981496,4.085896439529938,6.059388529256025,84.94825480666972,27.557863244203194,7.1719622126894835,29.37269662069954,87.75515394390938
0.4041014751821101,0.13543135550708782,0.004423754578200438,93.91787502143859,0.3272785858911482,0.16522063302134013,0.012426733647930734,79.82711774945484
0.3832166372061354,0.13638307087092238,0.004073749364229535,90.53060950972933,0.3127924939470066,0.1669022862626963,0.011746829397733062,84.79963052307382
5.053834595290886,0.21733429999167067,62.29752483585833,95.58487952305063,9.02509420204311,0.3415642283043333,46.539621355788704,88.99600585410676
0.1888912859802345,0.03936306759680149,0.04730871363997163,92.00625146073274,0.29671764966984804,0.055168350887052596,0.2162710312877753,89.16030559570783
10.533384666147812,7.574847153758008,121.28626611106978,69.6795972066751,12.830383568803184,12.179929106165176,133.06455613284305,87.53254645000742
0.8696510550445633,0.2962662120288495,0.04633346777437228,93.71573755615339,0.9047121850637563,0.5847258364954739,0.10056624612035905,89.09444737898056
2.53708164978211,4.232066540791276,0.4284343194501314,96.46731895218377,2.072069379367034,4.97800007067967,0.33440467208922414,86.41098634399819
0.7009036428204782,0.036893546114990065,0.036018444731342664,92.07347929936836,1.3568839563730675,0.09253232296965852,0.051162490905893566,85.99188864300623
0.7204232003551374,0.04888696311004931,0.13264056852021472,86.03064932351914,1.0590661095697727,0.11194076674747395,0.17038311643152323,83.82030921406832
6.98828230003391,0.33486279480621706,0.6855362640873589,86.30034926636668,9.164405458384438,0.4538176280235586,0.6854021865141227,87.22890446676271
0.11619602486248388,0.10404140381256113,0.3374183954961855,86.94541209050075,0.10820639050646973,0.19663917719522855,0.12009309220769471,78.57089568456162
12.006934414617675,0.18650046588027105,0.9530582416245286,90.2683879913532,20.70103995947768,0.12979836645766363,4.048978099525627,87.79237520065956
1.694173119907028,0.04076666296470078,7.971520683422475,88.11391948537647,1.1399454497349215,0.018348095020009468,1.872196577119591,86.52041319875133
2.5434557811141345,0.03864568311197014,7.1749936855871,7.2647747608219015,2.080433008520921,0.024336706401138993,2.2629955492605194,26.51003052286894
0.9204137855748379,0.455560895242234,0.3049410035708326,68.98328401280209,0.898861396192877,0.2729771461413979,1.3090356871817654,89.38066390065828
1.1556408872679356,0.14667671371555324,0.04551359933672581,84.67899161974027,2.8378203827213486,0.6137001110074024,0.06752072361408604,90.56043418097528
1.1513158096553284,0.21613473357360788,0.20243259284124876,92.52711619798144,0.5640887942081848,0.14527516825022438,0.36856076352506023,91.35127171806562
3.100069183178903,0.9708235274413449,0.7403747041512758,97.00214711555908,2.247751370975106,0.6219450282502351,1.439196935090044,93.24009803043296
2.165488132198801,0.11180848264520582,5.805052136118066,87.92618933341855,4.272075409101478,0.22507784837087266,8.519722277740607,94.76119199470232
0.013206748394548388,0.00420866359977636,0.0016627054230205472,97.73610764107299,0.02290958757876869,0.021374099698662614,0.010833293341607205,92.21726945336209
0.07906852722046828,0.0017986136670200916,0.0025942837806016937,97.73658580590542,0.15529898160151254,0.012610095401951186,0.008835268484938654,92.87545273570466
0.638082554157876,0.5409153198387843,0.09294852560219286,100.80236040051656,1.0265790287807501,0.520749385940423,0.3627869728562845,93.73992498319888
1.9086432428809972,0.06967905067786864,0.2698926288534529,99.13214260360631,1.5782278925505764,0.18285373718925016,0.0983177500552355,93.56606183252626
0.77759057552275,0.4393245335122983,0.16806981991214176,100.7509475567152,1.728665723328623,0.5285063739291618,3.669582239275811,92.25635821169278
2.927900053858036,0.03510446932210087,0.6103578663536113,99.51226026641753,2.483699257329893,0.08318742602178097,0.3019777011060465,89.57032583252322
18.782655910427792,5.048671634812175,1.0766014200296872,99.68371953076071,30.72897741663468,6.738004063630862,3.1943865890288556,89.9320252796959
0.3010741758068808,0.07514178055580095,0.029526572170859057,101.39362896733586,0.4990267332850633,0.11288288742123744,0.25192523955651275,94.70289220174966
15.317709670647007,0.6006340137215717,6.334285666164339,101.73594204236122,23.32234251122764,0.6278018172724417,3.7975945563450644,89.46383322121936
44.14162535930168,8.005479931932344,38.85113637538453,100.38425618370118,42.770173180396746,9.86379741968191,17.146795397804194,93.27934358257994
4.242201289680779,27.412476676741235,8.309339167159145,100.80099090919067,4.658864522664419,46.98313164314214,3.5723209750724316,91.82558513046678
4.121959553894629,4.267779660372719,6.504120345033692,102.81227069764147,6.524516426381914,8.615336498354017,9.265082243813417,92.65157565560119
0.4170056679273169,0.20125444251806138,0.1187433430441139,105.20509344552018,0.5698233453411436,0.46764143965821675,0.2436642407646587,94.14309507591486
0.23538249368136666,0.023544405581899245,0.15243467164475824,105.02393602628955,0.4248591465857146,0.0749062868431194,0.16156354164933545,94.46725916135006
1.104090478131194,0.2805783587997469,0.044893195601663965,103.3347984341178,0.9292871828734989,0.3047747831308189,0.06408317842165505,94.24326336446245
1.023557462968572,0.5429338349130254,12.323559242743036,105.74246784961183,1.6138425161064318,1.159605510594039,12.161098113149762,92.4909032402658
1.0871566257243568,9.234847959300609,0.8657205427408902,103.16314836066286,3.190207595641995,32.78277749827336,1.2871261155322633,92.07125473387308
0.4272130823788514,0.3817301222939057,0.05573515695650194,104.89097234182992,1.319695706072845,2.216136940388773,0.28525469277704135,93.40901586633542
0.765869378121873,2.8669276893535356,0.1621722345827814,103.37230159358087,1.958848953834899,11.609869166871864,0.21438477125593847,95.04980749087537
2.441493278857239,0.017128507309720983,0.14398385964993043,104.44632526720912,3.7476464141360513,0.03401378859160953,0.5097337685897267,89.87383387818524
1.44512343904904,0.017538265145302913,0.044129069923013534,103.17452774480746,2.351004751649608,0.04943224314080781,0.2535022646090665,92.41195553353248
0.7723091665262276,0.017452404300658326,0.009600548167750914,102.84446882098791,0.7618875173196408,0.027853321561968125,0.01777750850046398,95.43357512802373
2.3646669010796093,0.27349526915490174,1.2694420502817865,105.37717867068052,2.2760106479543123,0.38568434970578663,0.46167206008183365,95.46350031946497
0.39576215629242956,0.15215371240524636,0.14371953399662432,105.35836511844086,0.7532518568402244,0.2461045831742737,0.4145663860859557,95.57368323837075
2.9789508971512846,0.3304038673427442,0.8327308417632389,105.75658386253438,2.729478019151626,0.5453777493822194,0.08194870765725235,95.85888840135651
0.5384635918362984,0.1952256144327743,0.6265867845381929,105.89225758959114,0.9449418514306913,0.24762632037537807,1.3757853544111691,95.91599383079917
